url,address,price,baths,beds,dens,street,neighbourhood,city,area,mls_id,property_type,date_scraped
https://welland.listing.ca/16-michigan-ave.X8008588.htm#9q-1jl,16 Michigan Ave,479900,1,2,0,Michigan Ave,not_provided,Welland,Other,X8008588,detached_home,2024-01-30
https://alnwick-haldimand.listing.ca/6812-shearer-pt-rd.X8008562.htm#9q-1jm,6812 Shearer Pt Rd,599000,1,2,0,Shearer Pt Rd,Rural Alnwick/Haldimand,Alnwick/Haldimand,Other,X8008562,detached_home,2024-01-30
https://kawartha-lakes.listing.ca/9-northlin-park-rd.X8008552.htm#9q-1jn,9 Northlin Park Rd,844000,3,3,1,Northlin Park Rd,Lindsay,Kawartha Lakes,Other,X8008552,detached_home,2024-01-30
https://port-colborne.listing.ca/75-steele-st.X8008516.htm#9q-1jo,75 Steele St,520000,1,3,0,Steele St,not_provided,Port Colborne,Other,X8008516,detached_home,2024-01-30
https://woodstock.listing.ca/1179-upper-thames-dr.X8008498.htm#9q-1jp,1179 Upper Thames Dr,889000,3,4,0,Upper Thames Dr,not_provided,Woodstock,Other,X8008498,detached_home,2024-01-30
https://kawartha-lakes.listing.ca/52-cook-st.X8008484.htm#9q-1jq,52 Cook St,854900,4,4,1,Cook St,Lindsay,Kawartha Lakes,Other,X8008484,detached_home,2024-01-30
https://london.listing.ca/144-rossmore-crt.X8008466.htm#9q-1jr,144 Rossmore Crt,654999,3,3,1,Rossmore Crt,not_provided,London,Other,X8008466,detached_home,2024-01-30
https://hamilton.listing.ca/1521-milburough-line.X8008460.htm#9q-1js,1521 Milburough Line,3249000,6,5,0,Milburough Line,Carlisle,Hamilton,Other,X8008460,detached_home,2024-01-30
https://quinte-west.listing.ca/13-lakewood-cres.X8008414.htm#9q-1jt,13 Lakewood Cres,949000,3,1,1,Lakewood Cres,not_provided,Quinte West,Other,X8008414,detached_home,2024-01-30
https://brighton.listing.ca/60-shewman-rd.X8008378.htm#9q-1ju,60 Shewman Rd,865000,2,2,0,Shewman Rd,Brighton,Brighton,Other,X8008378,detached_home,2024-01-30
https://thorold.listing.ca/215-vanilla-tr.X8008376.htm#9q-1jv,215 Vanilla Tr,1200000,4,4,0,Vanilla Tr,not_provided,Thorold,Other,X8008376,detached_home,2024-01-30
https://hamilton.listing.ca/54-lake-ave.X8008334.htm#9q-1jw,54 Lake Ave,849999,3,3,2,Lake Ave,Riverdale,Hamilton,Other,X8008334,detached_home,2024-01-30
https://cobourg.listing.ca/283-clyde-st.X8008330.htm#9q-1jx,283 Clyde St,1395000,2,3,0,Clyde St,Cobourg,Cobourg,Other,X8008330,detached_home,2024-01-30
https://grimsby.listing.ca/31-donland-ave.X8008274.htm#9q-1jy,31 Donland Ave,1249900,4,4,1,Donland Ave,not_provided,Grimsby,Other,X8008274,detached_home,2024-01-30
https://kitchener.listing.ca/85-high-acres-cres.X8008210.htm#9q-1jz,85 High Acres Cres,799990,3,3,1,High Acres Cres,not_provided,Kitchener,Other,X8008210,detached_home,2024-01-30
https://trent-hills.listing.ca/221-russet-rd.X8008194.htm#9q-1k0,221 Russet Rd,569000,2,2,1,Russet Rd,Campbellford,Trent Hills,Other,X8008194,detached_home,2024-01-30
https://kawartha-lakes.listing.ca/37-waite-rd.X8008188.htm#9q-1k1,37 Waite Rd,1549990,3,3,1,Waite Rd,Pontypool,Kawartha Lakes,Other,X8008188,detached_home,2024-01-30
https://alnwick-haldimand.listing.ca/436-eddystone-rd.X8008166.htm#9q-1k2,436 Eddystone Rd,2688000,3,1,3,Eddystone Rd,Rural Alnwick/Haldimand,Alnwick/Haldimand,Other,X8008166,detached_home,2024-01-30
https://brantford.listing.ca/24-passmore-crt.X8008118.htm#9q-1k3,24 Passmore Crt,679900,3,1,3,Passmore Crt,not_provided,Brantford,Other,X8008118,detached_home,2024-01-30
https://norfolk.listing.ca/3208-front-rd.X8008094.htm#9q-1k4,3208 Front Rd,1675000,3,3,0,Front Rd,Simcoe,Norfolk,Other,X8008094,detached_home,2024-01-30
https://peterborough.listing.ca/931-dainard-dr.X8008092.htm#9q-1k5,931 Dainard Dr,599900,2,2,1,Dainard Dr,Monaghan,Peterborough,Other,X8008092,detached_home,2024-01-30
https://belleville.listing.ca/24-pine-st.X8007954.htm#9q-1k6,24 Pine St,599000,2,5,0,Pine St,not_provided,Belleville,Other,X8007954,detached_home,2024-01-30
https://hamilton-township.listing.ca/9606-queen-st.X8007942.htm#9q-1k7,9606 Queen St,399900,2,3,0,Queen St,Rural Hamilton,Hamilton Township,Other,X8007942,detached_home,2024-01-30
https://milton.listing.ca/78-bowes-st.W8008044.htm#9q-1k8,78 Bowes St,2295000,4,4,1,Bowes St,Old Milton,Milton,Halton Region,W8008044,detached_home,2024-01-30
https://burlington.listing.ca/3105-parkgate-cres.W8007936.htm#9q-1k9,3105 Parkgate Cres,1229000,4,3,1,Parkgate Cres,Palmer,Burlington,Halton Region,W8007936,detached_home,2024-01-30
https://toronto.listing.ca/14-amberwood-rd.W8007932.htm#9q-1ka,14 Amberwood Rd,1179999,2,3,1,Amberwood Rd,Eringate-Centennial-West Deane,Toronto,Toronto,W8007932,detached_home,2024-01-30
https://trent-hills.listing.ca/122-gummow-rd.X8007914.htm#9q-1kb,122 Gummow Rd,759900,3,3,2,Gummow Rd,Rural Trent Hills,Trent Hills,Other,X8007914,detached_home,2024-01-30
https://caledon.listing.ca/11-brethby-st.W8007830.htm#9q-1kc,11 Brethby St,1569000,4,4,2,Brethby St,Rural Caledon,Caledon,Peel Region,W8007830,detached_home,2024-01-30
https://southgate.listing.ca/50-owen-sound-st.X8007902.htm#9q-1kd,50 Owen Sound St,639999,2,4,2,Owen Sound St,Dundalk,Southgate,Other,X8007902,detached_home,2024-01-30
https://oakville.listing.ca/294-mississaga-st.W8007762.htm#9q-1ke,294 Mississaga St,1649900,4,3,1,Mississaga St,Bronte West,Oakville,Halton Region,W8007762,detached_home,2024-01-30
https://brighton.listing.ca/9-fox-den-dr.X8007862.htm#9q-1kf,9 Fox Den Dr,728888,3,2,2,Fox Den Dr,Brighton,Brighton,Other,X8007862,detached_home,2024-01-30
https://thorold.listing.ca/27-mcmann-dr.X8007842.htm#9q-1kg,27 Mcmann Dr,859900,4,4,0,Mcmann Dr,not_provided,Thorold,Other,X8007842,detached_home,2024-01-30
https://brantford.listing.ca/77-devon-st.X8007838.htm#9q-1kh,77 Devon St,749900,2,3,1,Devon St,not_provided,Brantford,Other,X8007838,detached_home,2024-01-30
https://niagara-falls.listing.ca/4733-river-rd.X8007824.htm#9q-1ki,4733 River Rd,1368000,2,4,0,River Rd,not_provided,Niagara Falls,Other,X8007824,detached_home,2024-01-30
https://toronto.listing.ca/19-faversham-cres.W8007506.htm#9q-1kj,19 Faversham Cres,1174999,2,3,2,Faversham Cres,Eringate-Centennial-West Deane,Toronto,Toronto,W8007506,detached_home,2024-01-30
https://oakville.listing.ca/383-southview-rd.W8007490.htm#9q-1kk,383 Southview Rd,1495000,2,3,0,Southview Rd,Bronte East,Oakville,Halton Region,W8007490,detached_home,2024-01-30
https://oakville.listing.ca/2102-glenforest-cres.W8007434.htm#9q-1kl,2102 Glenforest Cres,7499999,7,4,1,Glenforest Cres,Eastlake,Oakville,Halton Region,W8007434,detached_home,2024-01-30
https://oakville.listing.ca/27-arkendo-dr.W8007346.htm#9q-1km,27 Arkendo Dr,2399000,4,4,1,Arkendo Dr,Eastlake,Oakville,Halton Region,W8007346,detached_home,2024-01-30
https://caledon.listing.ca/15206-bramalea-rd.W8007342.htm#9q-1kn,15206 Bramalea Rd,3799999,6,6,0,Bramalea Rd,Rural Caledon,Caledon,Peel Region,W8007342,detached_home,2024-01-30
https://mississauga.listing.ca/955-pine-valley-circ.W8007304.htm#9q-1ko,955 Pine Valley Circ,1699000,3,4,0,Pine Valley Circ,Meadowvale Village,Mississauga,Peel Region,W8007304,detached_home,2024-01-30
https://brampton.listing.ca/20-cadence-rd.W8007292.htm#9q-1kp,20 Cadence Rd,1489990,4,5,0,Cadence Rd,Credit Valley,Brampton,Peel Region,W8007292,detached_home,2024-01-30
https://milton.listing.ca/995-cherry-crt.W8007226.htm#9q-1kq,995 Cherry Crt,1730000,4,4,0,Cherry Crt,Cobban,Milton,Halton Region,W8007226,detached_home,2024-01-30
https://toronto.listing.ca/124-allanhurst-dr.W8007156.htm#9q-1kr,124 Allanhurst Dr,1399900,2,3,1,Allanhurst Dr,Edenbridge-Humber Valley,Toronto,Toronto,W8007156,detached_home,2024-01-30
https://caledon.listing.ca/224-longwood-dr.W7406748.htm#9q-1ks,224 Longwood Dr,1299900,4,4,0,Longwood Dr,Bolton North,Caledon,Peel Region,W7406748,detached_home,2024-01-30
https://milton.listing.ca/22-mary-st.W7406356.htm#9q-1kt,22 Mary St,1924900,3,3,0,Mary St,Old Milton,Milton,Halton Region,W7406356,detached_home,2024-01-30
https://caledon.listing.ca/13-del-grappa-st.W7406252.htm#9q-1ku,13 Del Grappa St,1279999,3,4,0,Del Grappa St,Rural Caledon,Caledon,Peel Region,W7406252,detached_home,2024-01-30
https://toronto.listing.ca/6-bonnyview-dr.W7406190.htm#9q-1kv,6 Bonnyview Dr,1499900,2,3,1,Bonnyview Dr,Stonegate-Queensway,Toronto,Toronto,W7406190,detached_home,2024-01-30
https://mississauga.listing.ca/2120-wincanton-cres.W7406150.htm#9q-1kw,2120 Wincanton Cres,1699000,4,4,0,Wincanton Cres,Central Erin Mills,Mississauga,Peel Region,W7406150,detached_home,2024-01-30
https://brampton.listing.ca/29-argelia-cres.W7406040.htm#9q-1kx,29 Argelia Cres,1769000,6,4,2,Argelia Cres,Credit Valley,Brampton,Peel Region,W7406040,detached_home,2024-01-30
https://brampton.listing.ca/45-buttercup-lane.W7405936.htm#9q-1ky,45 Buttercup Lane,1099900,4,3,0,Buttercup Lane,Sandringham-Wellington,Brampton,Peel Region,W7405936,detached_home,2024-01-30
https://burlington.listing.ca/2285-lakeshore-rd.W7405728.htm#9q-1kz,2285 Lakeshore Rd,1875000,2,3,0,Lakeshore Rd,Brant,Burlington,Halton Region,W7405728,detached_home,2024-01-30
https://brampton.listing.ca/26-duxbury-rd.W7405636.htm#9q-1l0,26 Duxbury Rd,1599900,4,4,0,Duxbury Rd,Sandringham-Wellington,Brampton,Peel Region,W7405636,detached_home,2024-01-30
https://caledon.listing.ca/15274-mount-hope-rd.W7405606.htm#9q-1l1,15274 Mount Hope Rd,1650000,3,4,1,Mount Hope Rd,Rural Caledon,Caledon,Peel Region,W7405606,detached_home,2024-01-30
https://mississauga.listing.ca/2700-romark-mews.W7405598.htm#9q-1l2,2700 Romark Mews,1099000,3,3,1,Romark Mews,Erin Mills,Mississauga,Peel Region,W7405598,detached_home,2024-01-30
https://brampton.listing.ca/129-morton-way.W7405516.htm#9q-1l3,129 Morton Way,1149000,4,4,2,Morton Way,Fletcher's West,Brampton,Peel Region,W7405516,detached_home,2024-01-30
https://mississauga.listing.ca/1393-myron-dr.W7405490.htm#9q-1l4,1393 Myron Dr,1699900,3,4,0,Myron Dr,Lakeview,Mississauga,Peel Region,W7405490,detached_home,2024-01-30
https://brampton.listing.ca/107-banbridge-cres.W7405468.htm#9q-1l5,107 Banbridge Cres,1549900,6,4,3,Banbridge Cres,Credit Valley,Brampton,Peel Region,W7405468,detached_home,2024-01-30
https://brampton.listing.ca/4-hasker-rd.W7405456.htm#9q-1l6,4 Hasker Rd,1099900,4,3,1,Hasker Rd,Northwest Brampton,Brampton,Peel Region,W7405456,detached_home,2024-01-30
https://mississauga.listing.ca/947-ceremonial-dr.W7405404.htm#9q-1l7,947 Ceremonial Dr,1795000,4,4,2,Ceremonial Dr,Hurontario,Mississauga,Peel Region,W7405404,detached_home,2024-01-30
https://oakville.listing.ca/2069-ninth-line.W7405262.htm#9q-1l8,2069 Ninth Line,8900000,4,4,0,Ninth Line,Iroquois Ridge North,Oakville,Halton Region,W7405262,detached_home,2024-01-30
https://brampton.listing.ca/29-kambalda-rd.W7405176.htm#9q-1l9,29 Kambalda Rd,1589999,4,5,0,Kambalda Rd,Northwest Brampton,Brampton,Peel Region,W7405176,detached_home,2024-01-30
https://burlington.listing.ca/3094-woodland-park-dr.W7405022.htm#9q-1la,3094 Woodland Park Dr,2899000,4,4,1,Woodland Park Dr,Roseland,Burlington,Halton Region,W7405022,detached_home,2024-01-30
https://mississauga.listing.ca/6060-carradine-crt.W7404924.htm#9q-1lb,6060 Carradine Crt,1500000,4,3,1,Carradine Crt,East Credit,Mississauga,Peel Region,W7404924,detached_home,2024-01-30
https://brampton.listing.ca/2-rainstorm-rd.W7404880.htm#9q-1lc,2 Rainstorm Rd,1388888,4,4,1,Rainstorm Rd,Sandringham-Wellington,Brampton,Peel Region,W7404880,detached_home,2024-01-30
