mls_id,url,address,price,baths,beds,dens,street,neighbourhood,city,property_type,date_scraped,latitude,longitude
C7396542,https://toronto.listing.ca/10-york-st-6204.C7396542.htm#42-vo,10 York St 6204,799000,1,1,1,York St,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.6410711,-79.3811543
C7396448,https://toronto.listing.ca/39-queens-quay-503.C7396448.htm#42-vp,39 Queens Quay 503,888888,2,2,0,Queens Quay,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.6419606,-79.3718541
C7396316,https://toronto.listing.ca/5162-yonge-st-2009.C7396316.htm#42-vq,5162 Yonge St 2009,889000,1,2,0,Yonge St,Willowdale West,Toronto,condo_apartment,2024-01-30,43.769437,-79.413739
C7396276,https://toronto.listing.ca/218-queens-quay-210.C7396276.htm#42-vr,218 Queens Quay 210,699000,1,1,0,Queens Quay,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.6399017,-79.3824661
C7396160,https://toronto.listing.ca/1-clairtrell-rd-605.C7396160.htm#42-vs,1 Clairtrell Rd 605,906000,2,3,0,Clairtrell Rd,Willowdale East,Toronto,condo_apartment,2024-01-30,43.7663188,-79.3899795
C7396018,https://toronto.listing.ca/88-harbour-st-5905.C7396018.htm#42-vt,88 Harbour St 5905,699000,1,1,1,Harbour St,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.64194655,-79.379069918
C7396006,https://toronto.listing.ca/8-the-esplanade-5409.C7396006.htm#42-vu,8 The Esplanade 5409,1899000,3,2,1,The Esplanade,Waterfront Communities C8,Toronto,condo_apartment,2024-01-30,43.6462396,-79.3763473
C7395970,https://toronto.listing.ca/25-the-esplanade-3116.C7395970.htm#42-vv,25 The Esplanade 3116,1120000,2,2,0,The Esplanade,Waterfront Communities C8,Toronto,condo_apartment,2024-01-30,43.6462136,-79.3752699
C7395830,https://toronto.listing.ca/55-ann-oreilly-rd-611.C7395830.htm#42-vw,55 Ann O'reilly Rd 611,739000,2,2,0,Ann O'reilly Rd,Henry Farm,Toronto,condo_apartment,2024-01-30,43.773699,-79.3296
C7395790,https://toronto.listing.ca/313-richmond-st-862.C7395790.htm#42-vx,313 Richmond St 862,648000,1,1,1,Richmond St,Moss Park,Toronto,condo_apartment,2024-01-30,43.6531434,-79.369360533
C7395734,https://toronto.listing.ca/20-joe-shuster-way-202.C7395734.htm#42-vy,20 Joe Shuster Way 202,549900,1,1,0,Joe Shuster Way,Niagara,Toronto,condo_apartment,2024-01-30,43.6401487,-79.4238567
C7395698,https://toronto.listing.ca/17-dundonald-st-408.C7395698.htm#42-vz,17 Dundonald St 408,714900,1,1,1,Dundonald St,Church-Yonge Corridor,Toronto,condo_apartment,2024-01-30,43.666037,-79.38356
C7395676,https://toronto.listing.ca/180-university-ave-2603.C7395676.htm#42-w0,180 University Ave 2603,1649000,2,1,1,University Ave,Bay Street Corridor,Toronto,condo_apartment,2024-01-30,43.6489079,-79.3860758
C7395634,https://toronto.listing.ca/68-merton-st-204.C7395634.htm#42-w1,68 Merton St 204,648000,1,1,0,Merton St,Mount Pleasant West,Toronto,condo_apartment,2024-01-30,43.6969691,-79.394056087
C7395466,https://toronto.listing.ca/24-wellesley-st-2508.C7395466.htm#42-w2,24 Wellesley St 2508,1380000,2,2,0,Wellesley St,Bay Street Corridor,Toronto,condo_apartment,2024-01-30,43.6646725,-79.3864369
C7395418,https://toronto.listing.ca/14-york-st-4304.C7395418.htm#42-w3,14 York St 4304,714900,1,1,1,York St,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.64203655,-79.381614691
C7395384,https://toronto.listing.ca/33-charles-st-4504.C7395384.htm#42-w4,33 Charles St 4504,2300000,3,2,1,Charles St,Church-Yonge Corridor,Toronto,condo_apartment,2024-01-30,43.668336,-79.387598
C7395300,https://toronto.listing.ca/35-balmuto-st-2008.C7395300.htm#42-w5,35 Balmuto St 2008,1049800,2,2,1,Balmuto St,Bay Street Corridor,Toronto,condo_apartment,2024-01-30,43.66949635,-79.387417128
C7395138,https://toronto.listing.ca/1-bloor-st-3309.C7395138.htm#42-w6,1 Bloor St 3309,996000,2,1,1,Bloor St,Church-Yonge Corridor,Toronto,condo_apartment,2024-01-30,43.670105,-79.386866
C7395132,https://toronto.listing.ca/20-edward-st-624.C7395132.htm#42-w7,20 Edward St 624,619000,1,1,0,Edward St,Bay Street Corridor,Toronto,condo_apartment,2024-01-30,43.65694125806452,-79.38206729032258
C7395118,https://toronto.listing.ca/159-dundas-st-1703.C7395118.htm#42-w8,159 Dundas St 1703,574900,1,1,0,Dundas St,Church-Yonge Corridor,Toronto,condo_apartment,2024-01-30,43.65678,-79.374945983
C7395092,https://toronto.listing.ca/575-bloor-st-1503.C7395092.htm#42-w9,575 Bloor St 1503,999000,2,2,0,Bloor St,North St. James Town,Toronto,condo_apartment,2024-01-30,43.664767,-79.41193
C7395090,https://toronto.listing.ca/1900-bayview-ave-423.C7395090.htm#42-wa,1900 Bayview Ave 423,1369000,2,2,0,Bayview Ave,Bridle Path-Sunnybrook-York Mills,Toronto,condo_apartment,2024-01-30,43.7171698,-79.3798473
C7395026,https://toronto.listing.ca/117-mcmahon-dr-803.C7395026.htm#42-wb,117 Mcmahon Dr 803,828000,2,2,0,Mcmahon Dr,Bayview Village,Toronto,condo_apartment,2024-01-30,43.76701795,-79.37029934
W7394818,https://toronto.listing.ca/1787-st-clair-ave-309.W7394818.htm#42-wc,1787 St Clair Ave 309,949999,1,1,1,St Clair Ave,Weston-Pellam Park,Toronto,condo_apartment,2024-01-30,43.7169869,-79.2546806
C7394850,https://toronto.listing.ca/320-richmond-st-1117.C7394850.htm#42-wd,320 Richmond St 1117,549000,1,1,0,Richmond St,Moss Park,Toronto,condo_apartment,2024-01-30,43.648894,-79.392284
C7394828,https://toronto.listing.ca/300-front-st-4302.C7394828.htm#42-we,300 Front St 4302,749000,1,1,0,Front St,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.6439847,-79.3893423
C7394810,https://toronto.listing.ca/180-university-ave-2707.C7394810.htm#42-wf,180 University Ave 2707,1879000,3,2,0,University Ave,Bay Street Corridor,Toronto,condo_apartment,2024-01-30,43.6489079,-79.3860758
C7394808,https://toronto.listing.ca/2-sonic-way-2209.C7394808.htm#42-wg,2 Sonic Way 2209,549000,1,1,0,Sonic Way,Flemingdon Park,Toronto,condo_apartment,2024-01-30,43.719497,-79.336408
E7394730,https://toronto.listing.ca/5580-sheppard-ave-101.E7394730.htm#42-wh,5580 Sheppard Ave 101,429000,1,1,0,Sheppard Ave,Malvern,Toronto,condo_apartment,2024-01-30,43.79461855,-79.237293836
W7394788,https://toronto.listing.ca/120-varna-dr-602.W7394788.htm#42-wi,120 Varna Dr 602,635000,2,2,0,Varna Dr,Yorkdale-Glen Park,Toronto,condo_apartment,2024-01-30,43.723602,-79.446006
W7394442,https://toronto.listing.ca/2000-islington-ave-909.W7394442.htm#42-wj,2000 Islington Ave 909,949000,2,2,1,Islington Ave,Kingsview Village-The Westway,Toronto,condo_apartment,2024-01-30,43.697312,-79.548516968
W7394420,https://toronto.listing.ca/1-rowntree-rd-1612.W7394420.htm#42-wk,1 Rowntree Rd 1612,629700,2,2,1,Rowntree Rd,Mount Olive-Silverstone-Jamestown,Toronto,condo_apartment,2024-01-30,43.7512203,-79.583067434
W7394272,https://toronto.listing.ca/2737-keele-st-629.W7394272.htm#42-wl,2737 Keele St 629,349000,1,1,0,Keele St,Downsview-Roding-CFB,Toronto,condo_apartment,2024-01-30,43.7250434,-79.4814158
W7394210,https://toronto.listing.ca/2737-keele-st-529.W7394210.htm#42-wm,2737 Keele St 529,349000,1,1,0,Keele St,Downsview-Roding-CFB,Toronto,condo_apartment,2024-01-30,43.7250434,-79.4814158
C7394686,https://toronto.listing.ca/99-john-st-4704.C7394686.htm#42-wn,99 John St 4704,2204900,2,3,1,John St,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.6507625,-79.3916295
C7394646,https://toronto.listing.ca/10-bloorview-pl-p1-01.C7394646.htm#42-wo,10 Bloorview Pl P1-01,859000,2,2,0,Bloorview Pl,Don Valley Village,Toronto,condo_apartment,2024-01-30,43.773987,-79.359505
C7394620,https://toronto.listing.ca/4978-yonge-st-ph301.C7394620.htm#42-wp,4978 Yonge St Ph301,1159000,2,2,1,Yonge St,Lansing-Westgate,Toronto,condo_apartment,2024-01-30,43.7656679,-79.4121702
C7394600,https://toronto.listing.ca/99-john-st-310.C7394600.htm#42-wq,99 John St 310,952900,1,1,1,John St,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.6507625,-79.3916295
C7394596,https://toronto.listing.ca/99-john-st-1005.C7394596.htm#42-wr,99 John St 1005,1404900,2,2,0,John St,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.6507625,-79.3916295
C7394570,https://toronto.listing.ca/15-queens-quay-3103.C7394570.htm#42-ws,15 Queens Quay 3103,2045000,2,3,0,Queens Quay,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.641965,-79.373697
C7394424,https://toronto.listing.ca/99-john-st-4402.C7394424.htm#42-wt,99 John St 4402,2064900,2,3,1,John St,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.6507625,-79.3916295
C7394408,https://toronto.listing.ca/85-mcmahon-dr-209.C7394408.htm#42-wu,85 Mcmahon Dr 209,899900,2,2,1,Mcmahon Dr,Bayview Village,Toronto,condo_apartment,2024-01-30,43.766441,-79.372733
E7394542,https://toronto.listing.ca/50-old-kingston-rd-5-207.E7394542.htm#42-wv,50 Old Kingston Rd 5-207,250000,1,1,0,Old Kingston Rd,West Hill,Toronto,condo_apartment,2024-01-30,43.7754755,-79.182497
C7394182,https://toronto.listing.ca/12-rean-dr-ph7.C7394182.htm#42-ww,12 Rean Dr Ph7,1249000,2,2,1,Rean Dr,Bayview Village,Toronto,condo_apartment,2024-01-30,43.7664134,-79.382372
W7394074,https://toronto.listing.ca/6-eva-rd-ph6.W7394074.htm#42-wx,6 Eva Rd Ph6,669000,2,2,0,Eva Rd,Etobicoke West Mall,Toronto,condo_apartment,2024-01-30,43.7147651,-79.2896222
W7394012,https://toronto.listing.ca/3563-lake-shore-blvd-210.W7394012.htm#42-wy,3563 Lake Shore Blvd 210,679990,1,2,0,Lake Shore Blvd,Long Branch,Toronto,condo_apartment,2024-01-30,43.5941319,-79.533678
W7393344,https://toronto.listing.ca/1926-lakeshore-blvd-3710.W7393344.htm#42-wz,1926 Lakeshore Blvd 3710,779900,2,2,1,Lakeshore Blvd,High Park-Swansea,Toronto,condo_apartment,2024-01-30,43.6300013,-79.4764659
W7393162,https://toronto.listing.ca/2045-lake-shore-blvd-1709.W7393162.htm#42-x0,2045 Lake Shore Blvd 1709,1499999,3,3,0,Lake Shore Blvd,Mimico,Toronto,condo_apartment,2024-01-30,43.6315117,-79.474547859
W7393114,https://toronto.listing.ca/2737-keele-st-817.W7393114.htm#42-x1,2737 Keele St 817,459000,2,2,1,Keele St,Downsview-Roding-CFB,Toronto,condo_apartment,2024-01-30,43.7250434,-79.4814158
W7393080,https://toronto.listing.ca/234-albion-rd-2203.W7393080.htm#42-x2,234 Albion Rd 2203,429900,2,2,1,Albion Rd,Elms-Old Rexdale,Toronto,condo_apartment,2024-01-30,43.7211485,-79.544159134
W7392716,https://toronto.listing.ca/88-park-lawn-rd-1001.W7392716.htm#42-x3,88 Park Lawn Rd 1001,538900,1,1,0,Park Lawn Rd,Mimico,Toronto,condo_apartment,2024-01-30,43.6370841,-79.494629343
W7392664,https://toronto.listing.ca/58-marine-parade-dr-228.W7392664.htm#42-x4,58 Marine Parade Dr 228,619000,1,1,0,Marine Parade Dr,Mimico,Toronto,condo_apartment,2024-01-30,43.6271571,-79.476928
W7392566,https://toronto.listing.ca/9-four-winds-dr-313.W7392566.htm#42-x5,9 Four Winds Dr 313,549000,1,2,0,Four Winds Dr,York University Heights,Toronto,condo_apartment,2024-01-30,43.7651904,-79.4935809
W7392474,https://toronto.listing.ca/2045-lakeshore-blvd-3503.W7392474.htm#42-x6,2045 Lakeshore Blvd 3503,1499900,3,3,1,Lakeshore Blvd,Mimico,Toronto,condo_apartment,2024-01-30,43.6300013,-79.4764659
W7392342,https://toronto.listing.ca/2095-lake-shore-blvd-115.W7392342.htm#42-x7,2095 Lake Shore Blvd 115,2989000,3,2,2,Lake Shore Blvd,Mimico,Toronto,condo_apartment,2024-01-30,43.6293703,-79.477309008
W7392480,https://toronto.listing.ca/9-mabelle-ave-419.W7392480.htm#42-x8,9 Mabelle Ave 419,689000,2,2,1,Mabelle Ave,Islington-City Centre West,Toronto,condo_apartment,2024-01-30,43.646176,-79.525985
C7393186,https://toronto.listing.ca/33-helendale-ave-717.C7393186.htm#42-x9,33 Helendale Ave 717,649900,1,1,1,Helendale Ave,Yonge-Eglinton,Toronto,condo_apartment,2024-01-30,43.70871525,-79.399383353
E7393752,https://toronto.listing.ca/90-glen-everest-rd-309.E7393752.htm#42-xa,90 Glen Everest Rd 309,429888,1,1,0,Glen Everest Rd,Birchcliffe-Cliffside,Toronto,condo_apartment,2024-01-30,43.703323,-79.252656
E7393630,https://toronto.listing.ca/60-brian-harrison-way-way-3001.E7393630.htm#42-xb,60 Brian Harrison Way Way 3001,649000,2,1,1,Brian Harrison Way Way,Bendale,Toronto,condo_apartment,2024-01-30,43.7738234,-79.2576766
E7393604,https://toronto.listing.ca/150-logan-ave-638.E7393604.htm#42-xc,150 Logan Ave 638,995000,2,2,1,Logan Ave,South Riverdale,Toronto,condo_apartment,2024-01-30,43.658054,-79.341682
E7393386,https://toronto.listing.ca/1331-queen-st-405.E7393386.htm#42-xd,1331 Queen St 405,588888,1,1,0,Queen St,South Riverdale,Toronto,condo_apartment,2024-01-30,43.663889,-79.326682
E7393202,https://toronto.listing.ca/276-main-st-2202.E7393202.htm#42-xe,276 Main St 2202,539000,1,1,0,Main St,East End-Danforth,Toronto,condo_apartment,2024-01-30,43.687234,-79.30189989
E7392872,https://toronto.listing.ca/3311-kingston-rd-1409.E7392872.htm#42-xf,3311 Kingston Rd 1409,525000,1,2,0,Kingston Rd,Scarborough Village,Toronto,condo_apartment,2024-01-30,43.73332,-79.222392
E7392654,https://toronto.listing.ca/1328-birchmount-rd-1610.E7392654.htm#42-xg,1328 Birchmount Rd 1610,649900,2,2,0,Birchmount Rd,Wexford-Maryvale,Toronto,condo_apartment,2024-01-30,43.748514,-79.286071
C7394038,https://toronto.listing.ca/311-bay-st-3801.C7394038.htm#42-xh,311 Bay St 3801,2220000,3,3,0,Bay St,Bay Street Corridor,Toronto,condo_apartment,2024-01-30,43.649755,-79.380323
C7393974,https://toronto.listing.ca/1080-bay-st-2909.C7393974.htm#42-xi,1080 Bay St 2909,960000,1,1,1,Bay St,Bay Street Corridor,Toronto,condo_apartment,2024-01-30,43.6705964,-79.3900893
C7393906,https://toronto.listing.ca/25-adra-grado-way-635.C7393906.htm#42-xj,25 Adra Grado Way 635,1995000,4,3,0,Adra Grado Way,Bayview Village,Toronto,condo_apartment,2024-01-30,43.776261,-79.366164
C7393888,https://toronto.listing.ca/25-telegram-mews-4211.C7393888.htm#42-xk,25 Telegram Mews 4211,799990,2,2,1,Telegram Mews,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.6409971,-79.394391821
C7393770,https://toronto.listing.ca/1201-steeles-ave-201.C7393770.htm#42-xl,1201 Steeles Ave 201,699999,2,2,1,Steeles Ave,Westminster-Branson,Toronto,condo_apartment,2024-01-30,43.7904117,-79.45204506
C7393696,https://toronto.listing.ca/55-ontario-st-2003.C7393696.htm#42-xm,55 Ontario St 2003,727900,1,1,1,Ontario St,Moss Park,Toronto,condo_apartment,2024-01-30,43.653071,-79.36622946153847
C7393478,https://toronto.listing.ca/55-lombard-st-406.C7393478.htm#42-xn,55 Lombard St 406,749990,1,1,1,Lombard St,Church-Yonge Corridor,Toronto,condo_apartment,2024-01-30,43.651754,-79.374976
C7393446,https://toronto.listing.ca/10-york-st-2410.C7393446.htm#42-xo,10 York St 2410,724900,1,1,0,York St,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.6410711,-79.3811543
C7393300,https://toronto.listing.ca/38-monte-kwinter-crt-323.C7393300.htm#42-xp,38 Monte Kwinter Crt 323,619888,1,2,0,Monte Kwinter Crt,Clanton Park,Toronto,condo_apartment,2024-01-30,43.733593,-79.448763
C7393204,https://toronto.listing.ca/23-lorraine-dr-1515.C7393204.htm#42-xq,23 Lorraine Dr 1515,745000,2,2,1,Lorraine Dr,Willowdale West,Toronto,condo_apartment,2024-01-30,43.7782915,-79.4171184
C7393166,https://toronto.listing.ca/50-wellesley-st-3911.C7393166.htm#42-xr,50 Wellesley St 3911,658000,1,1,0,Wellesley St,Church-Yonge Corridor,Toronto,condo_apartment,2024-01-30,43.665666,-79.382607
C7393104,https://toronto.listing.ca/38-forest-manor-rd-506.C7393104.htm#42-xs,38 Forest Manor Rd 506,879000,2,3,0,Forest Manor Rd,Henry Farm,Toronto,condo_apartment,2024-01-30,43.772208,-79.345351
C7393060,https://toronto.listing.ca/65-bremmer-blvd-5301.C7393060.htm#42-xt,65 Bremmer Blvd 5301,2250000,3,3,0,Bremmer Blvd,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,,
C7392914,https://toronto.listing.ca/55-bremner-blvd-ph-5001.C7392914.htm#42-xu,55 Bremner Blvd Ph 5001,1595000,2,2,1,Bremner Blvd,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.64226615,-79.380770149
C7392908,https://toronto.listing.ca/128-hazelton-ave-403.C7392908.htm#42-xv,128 Hazelton Ave 403,2748888,3,1,1,Hazelton Ave,Annex,Toronto,condo_apartment,2024-01-30,43.674935,-79.394892
C7392772,https://toronto.listing.ca/65-bremner-blvd-5008.C7392772.htm#42-xw,65 Bremner Blvd 5008,1199000,2,2,1,Bremner Blvd,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.642826,-79.3805959
C7392624,https://toronto.listing.ca/2-rean-dr-1508.C7392624.htm#42-xx,2 Rean Dr 1508,749000,2,2,1,Rean Dr,Bayview Village,Toronto,condo_apartment,2024-01-30,43.7658287,-79.384082082
C7392622,https://toronto.listing.ca/783-bathurst-st-408.C7392622.htm#42-xy,783 Bathurst St 408,535000,1,0,0,Bathurst St,University,Toronto,condo_apartment,2024-01-30,43.6645225923077,-79.41078519999999
C7392564,https://toronto.listing.ca/11-st-joseph-st-906.C7392564.htm#42-xz,11 St Joseph St 906,924888,2,2,0,St Joseph St,Bay Street Corridor,Toronto,condo_apartment,2024-01-30,43.6656842,-79.386113
C7392536,https://toronto.listing.ca/28-hollywood-ave-sph209.C7392536.htm#42-y0,28 Hollywood Ave Sph209,938000,2,2,2,Hollywood Ave,Willowdale East,Toronto,condo_apartment,2024-01-30,43.7667078,-79.410320941
C7392478,https://toronto.listing.ca/705-king-st-407.C7392478.htm#42-y1,705 King St 407,514000,1,0,1,King St,Niagara,Toronto,condo_apartment,2024-01-30,43.6435111,-79.4040232
C7392426,https://toronto.listing.ca/30-grand-trunk-cres-2708.C7392426.htm#42-y2,30 Grand Trunk Cres 2708,619000,1,1,1,Grand Trunk Cres,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.642244,-79.3829356
C7392418,https://toronto.listing.ca/120-parliament-st-915.C7392418.htm#42-y3,120 Parliament St 915,840000,2,2,1,Parliament St,Moss Park,Toronto,condo_apartment,2024-01-30,43.65399869230769,-79.36390769230769
C7392374,https://toronto.listing.ca/400-adelaide-st-902.C7392374.htm#42-y4,400 Adelaide St 902,595000,2,1,1,Adelaide St,Moss Park,Toronto,condo_apartment,2024-01-30,43.652465,-79.367554
C7392324,https://toronto.listing.ca/88-blue-jays-way-1406.C7392324.htm#42-y5,88 Blue Jays Way 1406,799000,1,1,1,Blue Jays Way,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.645594483870966,-79.39226277419355
C7394128,https://toronto.listing.ca/225-sumach-st-912.C7394128.htm#42-y6,225 Sumach St 912,685000,1,1,1,Sumach St,Regent Park,Toronto,condo_apartment,2024-01-30,43.66155268997149,-79.36068945740462
C7392230,https://toronto.listing.ca/55-ontario-st-1204.C7392230.htm#42-y7,55 Ontario St 1204,699900,1,1,1,Ontario St,Moss Park,Toronto,condo_apartment,2024-01-30,43.653071,-79.36622946153847
W7392042,https://toronto.listing.ca/17-zorra-st-1106.W7392042.htm#42-y8,17 Zorra St 1106,699900,2,2,0,Zorra St,Islington-City Centre West,Toronto,condo_apartment,2024-01-30,43.621142022537725,-79.5219083568923
E7391896,https://toronto.listing.ca/135-village-green-sq-1016.E7391896.htm#42-y9,135 Village Green Sq 1016,638888,1,1,1,Village Green Sq,Agincourt South-Malvern West,Toronto,condo_apartment,2024-01-30,43.7778723,-79.2807506
E7391876,https://toronto.listing.ca/1665-victoria-park-ave-1106.E7391876.htm#42-ya,1665 Victoria Park Ave 1106,629900,2,3,0,Victoria Park Ave,Wexford-Maryvale,Toronto,condo_apartment,2024-01-30,43.733736,-79.305778007
E7391614,https://toronto.listing.ca/2033-kennedy-rd-712.E7391614.htm#42-yb,2033 Kennedy Rd 712,599000,2,1,1,Kennedy Rd,Agincourt South-Malvern West,Toronto,condo_apartment,2024-01-30,43.7641244,-79.2804663
E7390574,https://toronto.listing.ca/1275-markham-rd-503.E7390574.htm#42-yc,1275 Markham Rd 503,584900,2,2,1,Markham Rd,Woburn,Toronto,condo_apartment,2024-01-30,43.780924,-79.232575248
W7392040,https://toronto.listing.ca/10-markbrook-lane-1004.W7392040.htm#42-yd,10 Markbrook Lane 1004,615000,2,2,1,Markbrook Lane,Mount Olive-Silverstone-Jamestown,Toronto,condo_apartment,2024-01-30,43.7586196,-79.5891609
W7391992,https://toronto.listing.ca/215-sherway-gardens-rd-505.W7391992.htm#42-ye,215 Sherway Gardens Rd 505,548000,1,1,0,Sherway Gardens Rd,Islington-City Centre West,Toronto,condo_apartment,2024-01-30,43.609339,-79.5575604
W7391932,https://toronto.listing.ca/120-varna-dr-411.W7391932.htm#42-yf,120 Varna Dr 411,599900,2,2,0,Varna Dr,Yorkdale-Glen Park,Toronto,condo_apartment,2024-01-30,43.723602,-79.446006
W7391586,https://toronto.listing.ca/2300-st-clair-ave-328.W7391586.htm#42-yg,2300 St Clair Ave 328,699000,1,2,1,St Clair Ave,Junction Area,Toronto,condo_apartment,2024-01-30,43.6704831,-79.477511
W7391564,https://toronto.listing.ca/840-queens-plate-dr-1202.W7391564.htm#42-yh,840 Queens Plate Dr 1202,549500,2,1,1,Queens Plate Dr,West Humber-Clairville,Toronto,condo_apartment,2024-01-30,43.720588,-79.603401
W7391356,https://toronto.listing.ca/10-wilby-cres-106.W7391356.htm#42-yi,10 Wilby Cres 106,649000,2,2,1,Wilby Cres,Weston,Toronto,condo_apartment,2024-01-30,43.697528985714285,-79.51141178571429
W7391316,https://toronto.listing.ca/714-the-west-mall-712.W7391316.htm#42-yj,714 The West Mall 712,598000,2,3,1,The West Mall,Eringate-Centennial-West Deane,Toronto,condo_apartment,2024-01-30,43.6560054,-79.5711869
E7390108,https://toronto.listing.ca/2800-warden-ave-504.E7390108.htm#42-yk,2800 Warden Ave 504,429900,2,2,0,Warden Ave,L'Amoreaux,Toronto,condo_apartment,2024-01-30,43.7922996,-79.3141159
W7391026,https://toronto.listing.ca/70-annie-craig-dr-2004.W7391026.htm#42-yl,70 Annie Craig Dr 2004,889000,2,2,1,Annie Craig Dr,Mimico,Toronto,condo_apartment,2024-01-30,43.624739,-79.478962
W7390874,https://toronto.listing.ca/90-park-lawn-rd-516.W7390874.htm#42-ym,90 Park Lawn Rd 516,949900,2,2,1,Park Lawn Rd,Mimico,Toronto,condo_apartment,2024-01-30,43.6370841,-79.494629343
W7390266,https://toronto.listing.ca/250-manitoba-st-725.W7390266.htm#42-yn,250 Manitoba St 725,819000,2,1,1,Manitoba St,Mimico,Toronto,condo_apartment,2024-01-30,43.624447,-79.4899623
W7389904,https://toronto.listing.ca/60-george-butchart-dr-624.W7389904.htm#42-yo,60 George Butchart Dr 624,599999,2,1,1,George Butchart Dr,Downsview-Roding-CFB,Toronto,condo_apartment,2024-01-30,43.736561,-79.4832
W7389898,https://toronto.listing.ca/760-the-queensway-404.W7389898.htm#42-yp,760 The Queensway 404,588888,1,1,1,The Queensway,Stonegate-Queensway,Toronto,condo_apartment,2024-01-30,43.6259944,-79.5046744
C7392170,https://toronto.listing.ca/35-mercer-st-1804.C7392170.htm#42-yq,35 Mercer St 1804,920000,2,2,1,Mercer St,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.64547109090909,-79.39116636363636
C7392152,https://toronto.listing.ca/8-pemberton-ave-805.C7392152.htm#42-yr,8 Pemberton Ave 805,699000,2,2,0,Pemberton Ave,Newtonbrook East,Toronto,condo_apartment,2024-01-30,43.7811318,-79.4144041
C7392146,https://toronto.listing.ca/352-front-st-1710.C7392146.htm#42-ys,352 Front St 1710,599900,1,1,0,Front St,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.6438897,-79.3921862
C7392122,https://toronto.listing.ca/386-yonge-st-4212.C7392122.htm#42-yt,386 Yonge St 4212,828000,1,1,1,Yonge St,Bay Street Corridor,Toronto,condo_apartment,2024-01-30,43.73876058492637,-79.40209320262777
C7392118,https://toronto.listing.ca/591-sheppard-ave-705.C7392118.htm#42-yu,591 Sheppard Ave 705,799000,2,2,0,Sheppard Ave,Bayview Village,Toronto,condo_apartment,2024-01-30,43.7670757,-79.383975746
C7392108,https://toronto.listing.ca/200-sudbury-st-1003.C7392108.htm#42-yv,200 Sudbury St 1003,1399000,2,2,0,Sudbury St,Little Portugal,Toronto,condo_apartment,2024-01-30,43.6413838,-79.4222355
C7392098,https://toronto.listing.ca/35-mercer-st-1515.C7392098.htm#42-yw,35 Mercer St 1515,649900,1,1,0,Mercer St,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.64547109090909,-79.39116636363636
C7392034,https://toronto.listing.ca/15-mercer-st-1205.C7392034.htm#42-yx,15 Mercer St 1205,798800,2,2,0,Mercer St,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.64551325,-79.390604636
C7392016,https://toronto.listing.ca/45-charles-st-501.C7392016.htm#42-yy,45 Charles St 501,599950,1,1,1,Charles St,Church-Yonge Corridor,Toronto,condo_apartment,2024-01-30,43.668964,-79.384105
C7391986,https://toronto.listing.ca/203-college-st-504.C7391986.htm#42-yz,203 College St 504,1489000,3,3,1,College St,Kensington-Chinatown,Toronto,condo_apartment,2024-01-30,43.658574,-79.395323
C7391978,https://toronto.listing.ca/36-forest-manor-rd-623.C7391978.htm#42-z0,36 Forest Manor Rd 623,560000,1,1,1,Forest Manor Rd,Henry Farm,Toronto,condo_apartment,2024-01-30,43.771969,-79.34491
C7391872,https://toronto.listing.ca/109-wolseley-st-302.C7391872.htm#42-z1,109 Wolseley St 302,518800,1,1,1,Wolseley St,Trinity-Bellwoods,Toronto,condo_apartment,2024-01-30,43.647881,-79.404625
C7391862,https://toronto.listing.ca/25-adra-grado-way-910.C7391862.htm#42-z2,25 Adra Grado Way 910,989000,2,2,0,Adra Grado Way,Bayview Village,Toronto,condo_apartment,2024-01-30,43.776261,-79.366164
C7391794,https://toronto.listing.ca/11-bogert-ave-904.C7391794.htm#42-z3,11 Bogert Ave 904,669000,1,1,0,Bogert Ave,Lansing-Westgate,Toronto,condo_apartment,2024-01-30,43.7603274,-79.4118415
C7391674,https://toronto.listing.ca/576-front-st-1017.C7391674.htm#42-z4,576 Front St 1017,629900,1,1,0,Front St,Waterfront Communities C1,Toronto,condo_apartment,2024-01-30,43.65145205,-79.362007893
