url,address,price,baths,beds,dens,street,neighbourhood,mls_id,city,property_type,date_scraped
https://toronto.listing.ca/100-scottfield-dr-709.E8027582.htm#42-4s,100 Scottfield Dr 709,385000,1,1,1,Scottfield Dr,Agincourt North,E8027582,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/36-lee-centre-dr-1711.E8027552.htm#42-4t,36 Lee Centre Dr 1711,549900,1,2,0,Lee Centre Dr,Woburn,E8027552,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/30-canterbury-pl-1707.C8027684.htm#42-4u,30 Canterbury Pl 1707,758888,2,2,0,Canterbury Pl,Willowdale West,C8027684,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/225-village-green-sq-2009.E8027518.htm#42-4v,225 Village Green Sq 2009,588000,1,1,0,Village Green Sq,Agincourt South-Malvern West,E8027518,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/1285-queen-st-416.E8027476.htm#42-4w,1285 Queen St 416,925000,2,2,1,Queen St,The Beaches,E8027476,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/135-village-green-sq-2216.E8027466.htm#42-4x,135 Village Green Sq 2216,620000,1,1,1,Village Green Sq,Agincourt South-Malvern West,E8027466,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/340-dixon-rd-2108.W8027454.htm#42-4y,340 Dixon Rd 2108,399000,1,2,0,Dixon Rd,Kingsview Village-The Westway,W8027454,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/50-ordnance-st-809.C8027442.htm#42-4z,50 Ordnance St 809,675000,1,1,0,Ordnance St,Niagara,C8027442,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/2756-old-leslie-st-916.C8027408.htm#42-50,2756 Old Leslie St 916,898000,2,2,1,Old Leslie St,Bayview Village,C8027408,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/10-martha-eaton-way-1111.W8027244.htm#42-51,10 Martha Eaton Way 1111,648000,2,3,0,Martha Eaton Way,Brookhaven-Amesbury,W8027244,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/2000-islington-ave-ph8.W8027224.htm#42-52,2000 Islington Ave Ph8,1099000,2,2,0,Islington Ave,Kingsview Village-The Westway,W8027224,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/1883-mcnicoll-ave-719.E8027252.htm#42-53,1883 Mcnicoll Ave 719,618000,2,2,0,Mcnicoll Ave,Steeles,E8027252,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/120-homewood-ave-2705.C8027348.htm#42-54,120 Homewood Ave 2705,599900,1,1,0,Homewood Ave,North St. James Town,C8027348,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/21-balmuto-st-304.C8027232.htm#42-55,21 Balmuto St 304,668000,1,1,0,Balmuto St,Bay Street Corridor,C8027232,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/1121-bay-st-707.C8027222.htm#42-56,1121 Bay St 707,1098000,2,2,0,Bay St,Bay Street Corridor,C8027222,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/33-harbour-sq-3239.C8027216.htm#42-57,33 Harbour Sq 3239,659000,1,1,1,Harbour Sq,Waterfront Communities C1,C8027216,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/111-elizabeth-st-806.C8027210.htm#42-58,111 Elizabeth St 806,995000,2,2,1,Elizabeth St,Bay Street Corridor,C8027210,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/2119-lake-shore-blvd-412.W8027016.htm#42-59,2119 Lake Shore Blvd 412,699000,1,1,1,Lake Shore Blvd,Mimico,W8027016,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/270-scarlett-rd-901.W8026908.htm#42-5a,270 Scarlett Rd 901,719900,2,2,0,Scarlett Rd,Rockcliffe-Smythe,W8026908,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/185-legion-rd-1908.W8026888.htm#42-5b,185 Legion Rd 1908,700000,2,2,1,Legion Rd,Mimico,W8026888,Toronto,condo_apartment,2024-01-30
https://toronto.listing.ca/20-gilder-dr-ph07.E8027036.htm#42-5c,20 Gilder Dr Ph07,565000,2,3,0,Gilder Dr,Eglinton East,E8027036,Toronto,condo_apartment,2024-01-30
