url,address,price,baths,beds,dens,street,neighbourhood,city,area,mls_id,property_type,date_scraped
https://ajax.listing.ca/109-burcher-rd.E8030844.htm#kn-1,109 Burcher Rd,979000,4,4,1,Burcher Rd,South East,Ajax,Durham Region,E8030844,freehold _townhome,2024-01-30
https://toronto.listing.ca/31-hawkshead-cres.E8030714.htm#kn-2,31 Hawkshead Cres,999990,3,3,2,Hawkshead Cres,Steeles,Toronto,Toronto,E8030714,freehold _townhome,2024-01-30
https://kitchener.listing.ca/16-caprice-crt.X8030812.htm#kn-3,16 Caprice Crt,550000,2,3,0,Caprice Crt,not_provided,Kitchener,Other,X8030812,freehold _townhome,2024-01-30
https://brant.listing.ca/6-newstead-rd.X8030770.htm#kn-4,6 Newstead Rd,649999,3,3,0,Newstead Rd,Paris,Brant,Other,X8030770,freehold _townhome,2024-01-30
https://burlington.listing.ca/563-taylor-cres.W8031020.htm#kn-5,563 Taylor Cres,899900,3,3,0,Taylor Cres,Shoreacres,Burlington,Halton Region,W8031020,freehold _townhome,2024-01-30
https://toronto.listing.ca/271-sixth-st.W8030858.htm#kn-6,271 Sixth St,869888,2,2,1,Sixth St,New Toronto,Toronto,Toronto,W8030858,freehold _townhome,2024-01-30
https://toronto.listing.ca/702-manning-ave.C8030952.htm#kn-7,702 Manning Ave,1729900,4,3,0,Manning Ave,Annex,Toronto,Toronto,C8030952,freehold _townhome,2024-01-30
https://vaughan.listing.ca/81-daniel-reaman-cres.N8030920.htm#kn-8,81 Daniel Reaman Cres,1199000,4,4,1,Daniel Reaman Cres,Patterson,Vaughan,York Region,N8030920,freehold _townhome,2024-01-30
https://richmond-hill.listing.ca/125-mcalister-ave.N8030738.htm#kn-9,125 Mcalister Ave,899000,3,2,0,Mcalister Ave,Rural Richmond Hill,Richmond Hill,York Region,N8030738,freehold _townhome,2024-01-30
https://whitby.listing.ca/73-wicker-park-way.E8030744.htm#kn-a,73 Wicker Park Way,759900,3,3,0,Wicker Park Way,Pringle Creek,Whitby,Durham Region,E8030744,freehold _townhome,2024-01-30
https://brant.listing.ca/147-flagg-ave.X8030676.htm#kn-b,147 Flagg Ave,699999,3,3,0,Flagg Ave,Paris,Brant,Other,X8030676,freehold _townhome,2024-01-30
https://ottawa.listing.ca/585-catleaf-row.X6796306.htm#kn-c,585 Catleaf Row,575000,3,3,0,Catleaf Row,Cumberland,Ottawa,Other,X6796306,freehold _townhome,2024-01-30
https://toronto.listing.ca/1753-danforth-ave.E8030680.htm#kn-d,1753 Danforth Ave,849999,3,3,1,Danforth Ave,Danforth,Toronto,Toronto,E8030680,freehold _townhome,2024-01-30
https://whitchurch-stouffville.listing.ca/470-reeves-way-blvd.N8030618.htm#kn-e,470 Reeves Way Blvd,899000,3,3,0,Reeves Way Blvd,Stouffville,Whitchurch-Stouffville,York Region,N8030618,freehold _townhome,2024-01-30
https://kawartha-lakes.listing.ca/27-glenelg-st.X8030572.htm#kn-f,27 Glenelg St,599000,3,7,0,Glenelg St,Lindsay,Kawartha Lakes,Other,X8030572,freehold _townhome,2024-01-30
https://whitby.listing.ca/52-hubbell-dr.E8030548.htm#kn-g,52 Hubbell Dr,749900,3,3,0,Hubbell Dr,Pringle Creek,Whitby,Durham Region,E8030548,freehold _townhome,2024-01-30
https://hamilton.listing.ca/270-melvin-ave-3.X8030516.htm#kn-h,270 Melvin Ave 3,699000,2,3,0,Melvin Ave,McQuesten,Hamilton,Other,X8030516,freehold _townhome,2024-01-30
https://milton.listing.ca/1264-mowat-lane.W8030522.htm#kn-i,1264 Mowat Lane,879000,3,3,0,Mowat Lane,Dempsey,Milton,Halton Region,W8030522,freehold _townhome,2024-01-30
https://toronto.listing.ca/330-wellesley-st.C8030468.htm#kn-j,330 Wellesley St,2295000,3,4,1,Wellesley St,Cabbagetown-South St. James Town,Toronto,Toronto,C8030468,freehold _townhome,2024-01-30
https://oshawa.listing.ca/352-killarney-crt.E8030348.htm#kn-k,352 Killarney Crt,679000,2,3,0,Killarney Crt,Lakeview,Oshawa,Durham Region,E8030348,freehold _townhome,2024-01-30
https://toronto.listing.ca/906-eastern-ave.E8030338.htm#kn-l,906 Eastern Ave,1099900,3,3,0,Eastern Ave,Greenwood-Coxwell,Toronto,Toronto,E8030338,freehold _townhome,2024-01-30
https://markham.listing.ca/30-sunway-sq.N8030390.htm#kn-m,30 Sunway Sq,1118888,3,3,0,Sunway Sq,Raymerville,Markham,York Region,N8030390,freehold _townhome,2024-01-30
https://richmond-hill.listing.ca/75-mcalister-ave.N8030302.htm#kn-n,75 Mcalister Ave,1270000,3,3,0,Mcalister Ave,Rural Richmond Hill,Richmond Hill,York Region,N8030302,freehold _townhome,2024-01-30
https://hamilton.listing.ca/113-columbus-gate.X8030190.htm#kn-o,113 Columbus Gate,859000,8,3,0,Columbus Gate,Stoney Creek,Hamilton,Other,X8030190,freehold _townhome,2024-01-30
https://caledon.listing.ca/122-grapevine-rd.W8030210.htm#kn-p,122 Grapevine Rd,1049900,3,4,1,Grapevine Rd,Bolton West,Caledon,Peel Region,W8030210,freehold _townhome,2024-01-30
https://toronto.listing.ca/70-hisey-cres.W8030180.htm#kn-q,70 Hisey Cres,998800,2,3,1,Hisey Cres,Black Creek,Toronto,Toronto,W8030180,freehold _townhome,2024-01-30
https://barrie.listing.ca/9-mowat-cres.S8030176.htm#kn-r,9 Mowat Cres,519000,2,3,0,Mowat Cres,Letitia Heights,Barrie,Other,S8030176,freehold _townhome,2024-01-30
https://toronto.listing.ca/20-grove-ave.C8030178.htm#kn-s,20 Grove Ave,2590000,2,7,1,Grove Ave,Trinity-Bellwoods,Toronto,Toronto,C8030178,freehold _townhome,2024-01-30
https://markham.listing.ca/7-arthur-harper-lane.N8030060.htm#kn-t,7 Arthur Harper Lane,1588800,3,4,0,Arthur Harper Lane,Aileen-Willowbrook,Markham,York Region,N8030060,freehold _townhome,2024-01-30
https://windsor.listing.ca/440-prince-st.X8029760.htm#kn-u,440 Prince St,799000,3,6,0,Prince St,not_provided,Windsor,Other,X8029760,freehold _townhome,2024-01-30
https://west-lincoln.listing.ca/119-dennis-dr.X8029766.htm#kn-v,119 Dennis Dr,699950,3,3,0,Dennis Dr,not_provided,West Lincoln,Other,X8029766,freehold _townhome,2024-01-30
https://hamilton.listing.ca/123-palacebeach-tr.X8029764.htm#kn-w,123 Palacebeach Tr,789900,3,3,0,Palacebeach Tr,Stoney Creek,Hamilton,Other,X8029764,freehold _townhome,2024-01-30
