mls_id,property_type,address,street,neighbourhood,city,price,baths,beds,dens,latitude,longitude,date_scraped,url
C8011188,condo_apartment,75 Portland St 214,Portland St,Waterfront Communities C1,Toronto,749000,1,1,1,43.6439014,-79.3994795,2024-01-30,https://toronto.listing.ca/75-portland-st-214.C8011188.htm#42-jt
C8010976,condo_apartment,8 Hillsdale Ave 621,Hillsdale Ave,Mount Pleasant West,Toronto,698000,2,1,1,43.703687,-79.397165,2024-01-30,https://toronto.listing.ca/8-hillsdale-ave-621.C8010976.htm#42-ju
C8010928,condo_apartment,128 Pears Ave 302,Pears Ave,Annex,Toronto,818990,1,1,1,43.6754317,-79.3979367,2024-01-30,https://toronto.listing.ca/128-pears-ave-302.C8010928.htm#42-jv
C8010920,condo_apartment,1005 King St 406,King St,Niagara,Toronto,625000,1,1,0,43.6414268,-79.4143467,2024-01-30,https://toronto.listing.ca/1005-king-st-406.C8010920.htm#42-jw
C8010782,condo_apartment,31 Tippett Rd 562,Tippett Rd,Clanton Park,Toronto,599900,2,1,1,43.733521,-79.445902,2024-01-30,https://toronto.listing.ca/31-tippett-rd-562.C8010782.htm#42-jx
C8010712,condo_apartment,18 Valley Woods Rd 1001,Valley Woods Rd,Parkwoods-Donalda,Toronto,600000,1,2,0,43.7523955,-79.3320155,2024-01-30,https://toronto.listing.ca/18-valley-woods-rd-1001.C8010712.htm#42-jy
C8010668,condo_apartment,555 Wilson Ave E615,Wilson Ave,Clanton Park,Toronto,589000,1,1,1,43.7373004,-79.4332789,2024-01-30,https://toronto.listing.ca/555-wilson-ave-e615.C8010668.htm#42-jz
C8010582,condo_apartment,333 King St 2207,King St,Waterfront Communities C1,Toronto,886500,1,1,0,43.646105,-79.3912013,2024-01-30,https://toronto.listing.ca/333-king-st-2207.C8010582.htm#42-k0
C8010548,condo_apartment,5915 Yonge St N1402,Yonge St,Newtonbrook East,Toronto,628800,1,1,1,43.7849411,-79.4166404,2024-01-30,https://toronto.listing.ca/5915-yonge-st-n1402.C8010548.htm#42-k1
C8010484,condo_apartment,31 Bales Ave 510,Bales Ave,Willowdale East,Toronto,759900,1,2,0,43.7600538,-79.408903616,2024-01-30,https://toronto.listing.ca/31-bales-ave-510.C8010484.htm#42-k2
C8010398,condo_apartment,5799 Yonge St 2301,Yonge St,Willowdale West,Toronto,898888,1,1,1,43.7853,-79.416285,2024-01-30,https://toronto.listing.ca/5799-yonge-st-2301.C8010398.htm#42-k3
C8010022,condo_apartment,7 Grenville St 5208,Grenville St,Bay Street Corridor,Toronto,829000,1,1,1,43.661925454545454,-79.38391927272727,2024-01-30,https://toronto.listing.ca/7-grenville-st-5208.C8010022.htm#42-k4
C8010006,condo_apartment,75 Dalhousie St 1105,Dalhousie St,Church-Yonge Corridor,Toronto,899000,1,2,0,43.655099,-79.375795,2024-01-30,https://toronto.listing.ca/75-dalhousie-st-1105.C8010006.htm#42-k5
C8009960,condo_apartment,27 Rean Ave 301,Rean Ave,Bayview Village,Toronto,529000,1,1,0,,,2024-01-30,https://toronto.listing.ca/27-rean-ave-301.C8009960.htm#42-k6
C8009896,condo_apartment,70 Forest Manor Rd 1802,Forest Manor Rd,Henry Farm,Toronto,893000,2,3,0,43.7750174,-79.3461257,2024-01-30,https://toronto.listing.ca/70-forest-manor-rd-1802.C8009896.htm#42-k7
C8009814,condo_apartment,10 Yonge St 1803,Yonge St,Waterfront Communities C1,Toronto,799000,2,2,0,43.64243385,-79.375605665,2024-01-30,https://toronto.listing.ca/10-yonge-st-1803.C8009814.htm#42-k8
C8009796,condo_apartment,763 Bay St 5005,Bay St,Bay Street Corridor,Toronto,699900,1,1,1,43.6599445,-79.3851998,2024-01-30,https://toronto.listing.ca/763-bay-st-5005.C8009796.htm#42-k9
C8009774,condo_apartment,215 Fort York Blvd 1805,Fort York Blvd,Niagara,Toronto,688000,1,2,0,43.6362272,-79.4045665,2024-01-30,https://toronto.listing.ca/215-fort-york-blvd-1805.C8009774.htm#42-ka
C8009702,condo_apartment,80 John St 2304,John St,Waterfront Communities C1,Toronto,799999,1,1,1,43.6507625,-79.3916295,2024-01-30,https://toronto.listing.ca/80-john-st-2304.C8009702.htm#42-kb
C7386358,condo_apartment,30 Harrison Garden Blvd 803,Harrison Garden Blvd,Willowdale East,Toronto,727000,2,2,0,43.75632,-79.408389743,2024-01-30,https://toronto.listing.ca/30-harrison-garden-blvd-803.C7386358.htm#42-kc
C8009622,condo_apartment,101 Peter St 2511,Peter St,Waterfront Communities C1,Toronto,849000,2,2,0,43.6475125,-79.3927771,2024-01-30,https://toronto.listing.ca/101-peter-st-2511.C8009622.htm#42-kd
C8009516,condo_apartment,1 The Esplanade 2105,The Esplanade,Waterfront Communities C8,Toronto,649000,1,1,0,43.6457139,-79.3760541,2024-01-30,https://toronto.listing.ca/1-the-esplanade-2105.C8009516.htm#42-ke
W8009408,condo_apartment,238 Albion Rd 1409,Albion Rd,Elms-Old Rexdale,Toronto,484000,1,2,0,43.7214617,-79.5457165,2024-01-30,https://toronto.listing.ca/238-albion-rd-1409.W8009408.htm#42-kf
C8009590,condo_apartment,35 Mercer St 1516,Mercer St,Waterfront Communities C1,Toronto,948000,2,2,1,43.64547109090909,-79.39116636363636,2024-01-30,https://toronto.listing.ca/35-mercer-st-1516.C8009590.htm#42-kg
C8009460,condo_apartment,775 King St 906,King St,Niagara,Toronto,729900,1,1,1,43.6430166,-79.4063298,2024-01-30,https://toronto.listing.ca/775-king-st-906.C8009460.htm#42-kh
C8009424,condo_apartment,5 Northtown Way 2108,Northtown Way,Willowdale East,Toronto,658888,1,1,1,43.77492245,-79.413880689,2024-01-30,https://toronto.listing.ca/5-northtown-way-2108.C8009424.htm#42-ki
W7226360,condo_apartment,1808 St Clair Ave 603,St Clair Ave,Junction Area,Toronto,933900,2,2,0,43.673978,-79.462452,2024-01-30,https://toronto.listing.ca/1808-st-clair-ave-603.W7226360.htm#42-kj
W6625776,condo_apartment,1808 St Clair Ave 911,St Clair Ave,Junction Area,Toronto,873900,2,2,0,43.673978,-79.462452,2024-01-30,https://toronto.listing.ca/1808-st-clair-ave-911.W6625776.htm#42-kk
E8009032,condo_apartment,3 Greystone Walk Dr 730,Greystone Walk Dr,Kennedy Park,Toronto,579000,2,2,1,43.724299,-79.251671927,2024-01-30,https://toronto.listing.ca/3-greystone-walk-dr-730.E8009032.htm#42-kl
E8008862,condo_apartment,45 Baseball Pl 305,Baseball Pl,South Riverdale,Toronto,1095000,2,3,0,43.658003,-79.351168,2024-01-30,https://toronto.listing.ca/45-baseball-pl-305.E8008862.htm#42-km
E8008800,condo_apartment,1190 Dundas St 913,Dundas St,South Riverdale,Toronto,649000,1,1,0,43.665267,-79.341034,2024-01-30,https://toronto.listing.ca/1190-dundas-st-913.E8008800.htm#42-kn
E8008736,condo_apartment,899 Queen St 403,Queen St,South Riverdale,Toronto,649000,1,1,1,43.64547,-79.4119328,2024-01-30,https://toronto.listing.ca/899-queen-st-403.E8008736.htm#42-ko
E8008590,condo_apartment,30 Meadowglen Pl 206,Meadowglen Pl,Woburn,Toronto,439900,1,1,0,43.77475555,-79.230683535,2024-01-30,https://toronto.listing.ca/30-meadowglen-pl-206.E8008590.htm#42-kp
E8008382,condo_apartment,1316 Kingston Rd 404,Kingston Rd,Birchcliffe-Cliffside,Toronto,1229000,2,2,1,43.6849538,-79.2752683,2024-01-30,https://toronto.listing.ca/1316-kingston-rd-404.E8008382.htm#42-kq
E8008212,condo_apartment,50 Town Centre Crt 3409,Town Centre Crt,Bendale,Toronto,585000,1,1,1,43.7732555,-79.255268331,2024-01-30,https://toronto.listing.ca/50-town-centre-crt-3409.E8008212.htm#42-kr
E8008176,condo_apartment,1400 Kingston Rd 309,Kingston Rd,Birchcliffe-Cliffside,Toronto,959000,2,2,0,43.68697826666666,-79.272332,2024-01-30,https://toronto.listing.ca/1400-kingston-rd-309.E8008176.htm#42-ks
E8007910,condo_apartment,3 Massey Sq 304,Massey Sq,Crescent Town,Toronto,499900,1,2,0,43.6968715,-79.293402499,2024-01-30,https://toronto.listing.ca/3-massey-sq-304.E8007910.htm#42-kt
E8007634,condo_apartment,1 Greystone Walk Dr 1681,Greystone Walk Dr,Kennedy Park,Toronto,649900,2,2,1,43.7238688,-79.2533167,2024-01-30,https://toronto.listing.ca/1-greystone-walk-dr-1681.E8007634.htm#42-ku
E8007484,condo_apartment,2371 Queen St 202,Queen St,The Beaches,Toronto,999999,2,3,0,43.672271,-79.287955,2024-01-30,https://toronto.listing.ca/2371-queen-st-202.E8007484.htm#42-kv
E8007114,condo_apartment,190 Borough Dr 809,Borough Dr,Bendale,Toronto,584900,1,1,1,43.7737119,-79.2534744,2024-01-30,https://toronto.listing.ca/190-borough-dr-809.E8007114.htm#42-kw
E8007070,condo_apartment,20 Guildwood Pkwy 1216,Guildwood Pkwy,Guildwood,Toronto,624700,2,1,1,43.750616,-79.204236,2024-01-30,https://toronto.listing.ca/20-guildwood-pkwy-1216.E8007070.htm#42-kx
E7406578,condo_apartment,255 Village Green Sq Ph04,Village Green Sq,Agincourt South-Malvern West,Toronto,658000,2,1,1,43.7779339,-79.2820034,2024-01-30,https://toronto.listing.ca/255-village-green-sq-ph04.E7406578.htm#42-ky
E7406134,condo_apartment,1350 Ellesmere Rd 527,Ellesmere Rd,Bendale,Toronto,598900,2,1,0,43.7702278,-79.2615674,2024-01-30,https://toronto.listing.ca/1350-ellesmere-rd-527.E7406134.htm#42-kz
E7406122,condo_apartment,151 Village Green Sq 1401,Village Green Sq,Agincourt South-Malvern West,Toronto,628000,2,2,0,43.7785777,-79.281309965,2024-01-30,https://toronto.listing.ca/151-village-green-sq-1401.E7406122.htm#42-l0
E7405702,condo_apartment,2330 Bridletowne Circ 2308,Bridletowne Circ,L'Amoreaux,Toronto,664900,2,1,2,43.7996685,-79.316235484,2024-01-30,https://toronto.listing.ca/2330-bridletowne-circ-2308.E7405702.htm#42-l1
E7405530,condo_apartment,22 East Haven Dr 1003,East Haven Dr,Birchcliffe-Cliffside,Toronto,599900,2,2,0,43.7028102,-79.2520168,2024-01-30,https://toronto.listing.ca/22-east-haven-dr-1003.E7405530.htm#42-l2
E7405334,condo_apartment,365 Beech Ave 402,Beech Ave,The Beaches,Toronto,850000,2,1,1,43.679985,-79.290398,2024-01-30,https://toronto.listing.ca/365-beech-ave-402.E7405334.htm#42-l3
E7404796,condo_apartment,2627 Mccowan Rd 507,Mccowan Rd,Agincourt North,Toronto,599000,2,2,0,43.8053292,-79.2652112,2024-01-30,https://toronto.listing.ca/2627-mccowan-rd-507.E7404796.htm#42-l4
E7404650,condo_apartment,2033 Kennedy Rd 601,Kennedy Rd,Agincourt South-Malvern West,Toronto,660000,2,2,0,43.7641244,-79.2804663,2024-01-30,https://toronto.listing.ca/2033-kennedy-rd-601.E7404650.htm#42-l5
E7404386,condo_apartment,1400 Kingston Rd 201,Kingston Rd,Birchcliffe-Cliffside,Toronto,744999,2,2,0,43.68697826666666,-79.272332,2024-01-30,https://toronto.listing.ca/1400-kingston-rd-201.E7404386.htm#42-l6
C8009212,condo_apartment,158 Front St 614,Front St,Moss Park,Toronto,709000,1,2,0,43.65145205,-79.362007893,2024-01-30,https://toronto.listing.ca/158-front-st-614.C8009212.htm#42-l7
C8009084,condo_apartment,35 Empress Ave 202,Empress Ave,Willowdale East,Toronto,798000,2,2,0,43.7696363,-79.4109953,2024-01-30,https://toronto.listing.ca/35-empress-ave-202.C8009084.htm#42-l8
C8008946,condo_apartment,763 Bay St 4011,Bay St,Bay Street Corridor,Toronto,820000,1,1,1,43.6599445,-79.3851998,2024-01-30,https://toronto.listing.ca/763-bay-st-4011.C8008946.htm#42-l9
C8008890,condo_apartment,58 Orchard View Blvd 1109,Orchard View Blvd,Yonge-Eglinton,Toronto,588888,1,1,0,43.70811905,-79.400621575,2024-01-30,https://toronto.listing.ca/58-orchard-view-blvd-1109.C8008890.htm#42-la
C8008864,condo_apartment,188 Fairview Mall Dr 330,Fairview Mall Dr,Don Valley Village,Toronto,1099900,2,3,1,43.780718,-79.341435,2024-01-30,https://toronto.listing.ca/188-fairview-mall-dr-330.C8008864.htm#42-lb
C8008820,condo_apartment,20 Tubman Ave Ph 2607,Tubman Ave,Regent Park,Toronto,1352000,2,2,1,43.660593,-79.359349,2024-01-30,https://toronto.listing.ca/20-tubman-ave-ph-2607.C8008820.htm#42-lc
C8008752,condo_apartment,215 Fort York Blvd 217,Fort York Blvd,Niagara,Toronto,750000,1,1,1,43.6362272,-79.4045665,2024-01-30,https://toronto.listing.ca/215-fort-york-blvd-217.C8008752.htm#42-ld
C8008742,condo_apartment,395 Bloor St 3003,Bloor St,North St. James Town,Toronto,1099000,2,2,0,43.67201,-79.377441,2024-01-30,https://toronto.listing.ca/395-bloor-st-3003.C8008742.htm#42-le
C8008702,condo_apartment,231 Fort York Blvd 801,Fort York Blvd,Waterfront Communities C1,Toronto,599900,1,1,1,43.6365482,-79.4066264,2024-01-30,https://toronto.listing.ca/231-fort-york-blvd-801.C8008702.htm#42-lf
C8008618,condo_apartment,2191 Yonge St 3606,Yonge St,Mount Pleasant West,Toronto,659800,1,1,0,43.70565,-79.39738,2024-01-30,https://toronto.listing.ca/2191-yonge-st-3606.C8008618.htm#42-lg
C8008596,condo_apartment,80 Antibes Dr 1406,Antibes Dr,Westminster-Branson,Toronto,789888,2,3,0,43.78030835,-79.448135853,2024-01-30,https://toronto.listing.ca/80-antibes-dr-1406.C8008596.htm#42-lh
C8008538,condo_apartment,188 Cumberland St 1805,Cumberland St,Annex,Toronto,615000,1,1,0,43.669875,-79.394165,2024-01-30,https://toronto.listing.ca/188-cumberland-st-1805.C8008538.htm#42-li
C8008524,condo_apartment,7 Bishop Ave 2101,Bishop Ave,Newtonbrook East,Toronto,699000,2,2,1,43.7815739,-79.4157336,2024-01-30,https://toronto.listing.ca/7-bishop-ave-2101.C8008524.htm#42-lj
C8008512,condo_apartment,8 Eglinton Ave 507,Eglinton Ave,Mount Pleasant East,Toronto,599000,1,1,0,43.706852,-79.398212,2024-01-30,https://toronto.listing.ca/8-eglinton-ave-507.C8008512.htm#42-lk
C8008356,condo_apartment,90 Sumach St 503,Sumach St,Regent Park,Toronto,2795000,2,1,1,43.6554344,-79.3741571,2024-01-30,https://toronto.listing.ca/90-sumach-st-503.C8008356.htm#42-ll
C8008352,condo_apartment,117 Mcmahon Dr 2910,Mcmahon Dr,Bayview Village,Toronto,659000,1,1,1,43.76701795,-79.37029934,2024-01-30,https://toronto.listing.ca/117-mcmahon-dr-2910.C8008352.htm#42-lm
C8008178,condo_apartment,560 Front St 510,Front St,Waterfront Communities C1,Toronto,499000,1,0,1,43.6416257,-79.400309196,2024-01-30,https://toronto.listing.ca/560-front-st-510.C8008178.htm#42-ln
C8008158,condo_apartment,1005 King St 707,King St,Niagara,Toronto,698000,1,1,1,43.6414268,-79.4143467,2024-01-30,https://toronto.listing.ca/1005-king-st-707.C8008158.htm#42-lo
C8008138,condo_apartment,35 Hayden St 1401,Hayden St,Church-Yonge Corridor,Toronto,689000,2,1,1,43.6695584,-79.3846569,2024-01-30,https://toronto.listing.ca/35-hayden-st-1401.C8008138.htm#42-lp
C8008080,condo_apartment,231 Fort York Blvd 1024,Fort York Blvd,Niagara,Toronto,620000,1,1,1,43.6365482,-79.4066264,2024-01-30,https://toronto.listing.ca/231-fort-york-blvd-1024.C8008080.htm#42-lq
C8008078,condo_apartment,85 Queens Wharf Rd 4003,Queens Wharf Rd,Waterfront Communities C1,Toronto,728000,1,1,1,43.6390808,-79.3983075,2024-01-30,https://toronto.listing.ca/85-queens-wharf-rd-4003.C8008078.htm#42-lr
C8008032,condo_apartment,2 Gladstone Ave 508,Gladstone Ave,Little Portugal,Toronto,915000,2,2,0,43.642716,-79.42746,2024-01-30,https://toronto.listing.ca/2-gladstone-ave-508.C8008032.htm#42-ls
C8007992,condo_apartment,10 York St 6510,York St,Waterfront Communities C1,Toronto,1899000,3,3,0,43.6410711,-79.3811543,2024-01-30,https://toronto.listing.ca/10-york-st-6510.C8007992.htm#42-lt
C8007806,condo_apartment,255 Richmond St 405,Richmond St,Moss Park,Toronto,580000,1,1,0,43.6529897,-79.3703509,2024-01-30,https://toronto.listing.ca/255-richmond-st-405.C8007806.htm#42-lu
C8007698,condo_apartment,12 York St 1209,York St,Waterfront Communities C1,Toronto,629000,1,1,1,43.64162765,-79.382039866,2024-01-30,https://toronto.listing.ca/12-york-st-1209.C8007698.htm#42-lv
C8007696,condo_apartment,4200 Bathurst St 514,Bathurst St,Clanton Park,Toronto,499000,2,2,0,43.749229,-79.437089,2024-01-30,https://toronto.listing.ca/4200-bathurst-st-514.C8007696.htm#42-lw
C8007532,condo_apartment,56 Forest Manor Rd 1911,Forest Manor Rd,Henry Farm,Toronto,669000,2,1,1,43.773269,-79.345054,2024-01-30,https://toronto.listing.ca/56-forest-manor-rd-1911.C8007532.htm#42-lx
C8007516,condo_apartment,68 Canterbury Pl 201,Canterbury Pl,Willowdale West,Toronto,598888,1,1,0,43.77381775,-79.41581651,2024-01-30,https://toronto.listing.ca/68-canterbury-pl-201.C8007516.htm#42-ly
C8007504,condo_apartment,31 Tippet Rd 312,Tippet Rd,Clanton Park,Toronto,645000,2,1,1,43.731988,-79.4463484,2024-01-30,https://toronto.listing.ca/31-tippet-rd-312.C8007504.htm#42-lz
C8007488,condo_apartment,183 Wellington St 2506,Wellington St,Waterfront Communities C1,Toronto,3800000,3,2,0,43.645415,-79.387361,2024-01-30,https://toronto.listing.ca/183-wellington-st-2506.C8007488.htm#42-m0
C8007428,condo_apartment,1 Avondale Ave 809,Avondale Ave,Willowdale East,Toronto,599000,2,1,1,43.75799345,-79.409568133,2024-01-30,https://toronto.listing.ca/1-avondale-ave-809.C8007428.htm#42-m1
C8007366,condo_apartment,1210 Don Mills Rd 121,Don Mills Rd,Banbury-Don Mills,Toronto,579000,1,1,0,43.7400736,-79.344649643,2024-01-30,https://toronto.listing.ca/1210-don-mills-rd-121.C8007366.htm#42-m2
C8007316,condo_apartment,1555 Finch Ave 2401,Finch Ave,Don Valley Village,Toronto,789900,2,1,1,43.7925668,-79.3544598,2024-01-30,https://toronto.listing.ca/1555-finch-ave-2401.C8007316.htm#42-m3
C8007294,condo_apartment,361 Front St 1907,Front St,Waterfront Communities C1,Toronto,890000,2,2,1,43.6431912,-79.3913725,2024-01-30,https://toronto.listing.ca/361-front-st-1907.C8007294.htm#42-m4
C8007254,condo_apartment,501 Adelaide St 702,Adelaide St,Waterfront Communities C1,Toronto,1235000,2,2,0,43.652641,-79.365988,2024-01-30,https://toronto.listing.ca/501-adelaide-st-702.C8007254.htm#42-m5
C8007180,condo_apartment,39 Roehampton Ave 410,Roehampton Ave,Mount Pleasant West,Toronto,799000,2,3,0,43.7079925625,-79.39811449999999,2024-01-30,https://toronto.listing.ca/39-roehampton-ave-410.C8007180.htm#42-m6
C8007170,condo_apartment,86 Gerrard St 22C,Gerrard St,Church-Yonge Corridor,Toronto,636000,1,1,0,43.66026415,-79.377879732,2024-01-30,https://toronto.listing.ca/86-gerrard-st-22c.C8007170.htm#42-m7
C8007144,condo_apartment,120 Varna Dr 1312,Varna Dr,Englemount-Lawrence,Toronto,679000,2,2,0,43.723602,-79.446006,2024-01-30,https://toronto.listing.ca/120-varna-dr-1312.C8007144.htm#42-m8
C8007140,condo_apartment,51 Trolley Cres 307,Trolley Cres,Waterfront Communities C8,Toronto,399900,1,1,0,43.6558713,-79.3549495,2024-01-30,https://toronto.listing.ca/51-trolley-cres-307.C8007140.htm#42-m9
C8007112,condo_apartment,8 Rean Dr 1009,Rean Dr,Bayview Village,Toronto,589900,1,1,0,43.76600845,-79.382180588,2024-01-30,https://toronto.listing.ca/8-rean-dr-1009.C8007112.htm#42-ma
C8007090,condo_apartment,52 Forest Manor Rd 1205,Forest Manor Rd,Henry Farm,Toronto,748000,2,2,0,43.773207,-79.345795,2024-01-30,https://toronto.listing.ca/52-forest-manor-rd-1205.C8007090.htm#42-mb
C8007082,condo_apartment,30 Tretti Way 417,Tretti Way,Clanton Park,Toronto,599800,2,2,0,,,2024-01-30,https://toronto.listing.ca/30-tretti-way-417.C8007082.htm#42-mc
C8007008,condo_apartment,188 Redpath Ave 609,Redpath Ave,Mount Pleasant West,Toronto,799900,2,2,0,43.70989315,-79.393902292,2024-01-30,https://toronto.listing.ca/188-redpath-ave-609.C8007008.htm#42-md
C8007004,condo_apartment,801 Bay St 1007,Bay St,Bay Street Corridor,Toronto,775000,2,2,0,43.6609647,-79.3856189,2024-01-30,https://toronto.listing.ca/801-bay-st-1007.C8007004.htm#42-me
C7406772,condo_apartment,70 Distillery Lane 1609,Distillery Lane,Waterfront Communities C8,Toronto,599000,1,1,0,43.650118,-79.357935,2024-01-30,https://toronto.listing.ca/70-distillery-lane-1609.C7406772.htm#42-mf
C7406744,condo_apartment,10 Edgecliff Gfwy 314,Edgecliff Gfwy,Flemingdon Park,Toronto,669900,2,3,0,43.719262,-79.326407479,2024-01-30,https://toronto.listing.ca/10-edgecliff-gfwy-314.C7406744.htm#42-mg
C7406690,condo_apartment,38 Joe Shuster Way 1911,Joe Shuster Way,Niagara,Toronto,488800,1,1,0,43.6404401,-79.424571592,2024-01-30,https://toronto.listing.ca/38-joe-shuster-way-1911.C7406690.htm#42-mh
C7406646,condo_apartment,18 Merton St 301,Merton St,Mount Pleasant West,Toronto,925118,3,2,0,43.6965164,-79.3954581,2024-01-30,https://toronto.listing.ca/18-merton-st-301.C7406646.htm#42-mi
C7406554,condo_apartment,5799 Yonge St S1608,Yonge St,Newtonbrook East,Toronto,619000,1,1,1,43.7853,-79.416285,2024-01-30,https://toronto.listing.ca/5799-yonge-st-s1608.C7406554.htm#42-mj
C7406534,condo_apartment,120 Varna Dr 326,Varna Dr,Englemount-Lawrence,Toronto,459900,1,1,0,43.723602,-79.446006,2024-01-30,https://toronto.listing.ca/120-varna-dr-326.C7406534.htm#42-mk
C7406490,condo_apartment,16 Harrison Garden Blvd 212,Harrison Garden Blvd,Willowdale East,Toronto,599999,1,1,1,43.7576117,-79.4086736,2024-01-30,https://toronto.listing.ca/16-harrison-garden-blvd-212.C7406490.htm#42-ml
C7406438,condo_apartment,35 Tubman Ave 1018,Tubman Ave,Regent Park,Toronto,599900,1,1,1,43.661382,-79.359232,2024-01-30,https://toronto.listing.ca/35-tubman-ave-1018.C7406438.htm#42-mm
C7406426,condo_apartment,89 Dunfield Ave 1909,Dunfield Ave,Mount Pleasant West,Toronto,648000,1,1,0,43.706954,-79.395016,2024-01-30,https://toronto.listing.ca/89-dunfield-ave-1909.C7406426.htm#42-mn
C7406410,condo_apartment,36 Lisgar St Lph06E,Lisgar St,Little Portugal,Toronto,599999,2,2,0,,,2024-01-30,https://toronto.listing.ca/36-lisgar-st-lph06e.C7406410.htm#42-mo
C7406276,condo_apartment,102 Bloor St 311,Bloor St,Annex,Toronto,880000,1,1,0,43.6694022,-79.3916435,2024-01-30,https://toronto.listing.ca/102-bloor-st-311.C7406276.htm#42-mp
C7406162,condo_apartment,8 Tippett Rd 313,Tippett Rd,Clanton Park,Toronto,439000,1,1,0,43.732384,-79.446637,2024-01-30,https://toronto.listing.ca/8-tippett-rd-313.C7406162.htm#42-mq
C7406016,condo_apartment,183 Dovercourt Rd 510,Dovercourt Rd,Trinity-Bellwoods,Toronto,674900,1,1,0,43.6465908,-79.4234328,2024-01-30,https://toronto.listing.ca/183-dovercourt-rd-510.C7406016.htm#42-mr
C7405998,condo_apartment,85 East Liberty St 1301,East Liberty St,Niagara,Toronto,870000,2,2,1,43.6378584,-79.415476482,2024-01-30,https://toronto.listing.ca/85-east-liberty-st-1301.C7405998.htm#42-ms
C7405914,condo_apartment,8 Scollard St 1406,Scollard St,Annex,Toronto,670000,1,1,1,43.672599815384615,-79.3886845076923,2024-01-30,https://toronto.listing.ca/8-scollard-st-1406.C7405914.htm#42-mt
C7405784,condo_apartment,188 Fairview Mall Dr 1101,Fairview Mall Dr,Don Valley Village,Toronto,579000,2,1,1,43.780718,-79.341435,2024-01-30,https://toronto.listing.ca/188-fairview-mall-dr-1101.C7405784.htm#42-mu
C7405756,condo_apartment,85 Queens Wharf Rd 607,Queens Wharf Rd,Waterfront Communities C1,Toronto,615000,1,1,0,43.6390808,-79.3983075,2024-01-30,https://toronto.listing.ca/85-queens-wharf-rd-607.C7405756.htm#42-mv
C7405670,condo_apartment,280 Howland Ave 222,Howland Ave,Annex,Toronto,1800000,3,2,1,43.674009,-79.412429,2024-01-30,https://toronto.listing.ca/280-howland-ave-222.C7405670.htm#42-mw
C7405658,condo_apartment,2 Augusta Ave 201,Augusta Ave,Waterfront Communities C1,Toronto,768900,1,1,1,43.6513375,-79.4008917,2024-01-30,https://toronto.listing.ca/2-augusta-ave-201.C7405658.htm#42-mx
C7405550,condo_apartment,761 Bay St 3413,Bay St,Bay Street Corridor,Toronto,749000,1,1,0,43.6593571,-79.3849365,2024-01-30,https://toronto.listing.ca/761-bay-st-3413.C7405550.htm#42-my
C7405474,condo_apartment,10 Edgecliff Gfwy 618,Edgecliff Gfwy,Flemingdon Park,Toronto,598000,1,2,0,43.719262,-79.326407479,2024-01-30,https://toronto.listing.ca/10-edgecliff-gfwy-618.C7405474.htm#42-mz
C7405448,condo_apartment,130 Carlton St 1403,Carlton St,Cabbagetown-South St. James Town,Toronto,1189000,2,2,0,43.6627366,-79.3758692,2024-01-30,https://toronto.listing.ca/130-carlton-st-1403.C7405448.htm#42-n0
C7405412,condo_apartment,460 Adelaide St 1906,Adelaide St,Moss Park,Toronto,619000,1,1,0,43.652675,-79.366632,2024-01-30,https://toronto.listing.ca/460-adelaide-st-1906.C7405412.htm#42-n1
C7405306,condo_apartment,887 Bay St 903,Bay St,Bay Street Corridor,Toronto,718000,1,1,1,43.6629831,-79.3862917,2024-01-30,https://toronto.listing.ca/887-bay-st-903.C7405306.htm#42-n2
C7405292,condo_apartment,77 Shuter St 2506,Shuter St,Church-Yonge Corridor,Toronto,699000,2,2,0,43.65480665,-79.375331844,2024-01-30,https://toronto.listing.ca/77-shuter-st-2506.C7405292.htm#42-n3
C7405274,condo_apartment,69 Lynn Williams St 513,Lynn Williams St,Niagara,Toronto,599000,1,1,0,43.638726,-79.41552855,2024-01-30,https://toronto.listing.ca/69-lynn-williams-st-513.C7405274.htm#42-n4
C7405234,condo_apartment,158 Front St 801,Front St,Moss Park,Toronto,729000,1,1,1,43.65145205,-79.362007893,2024-01-30,https://toronto.listing.ca/158-front-st-801.C7405234.htm#42-n5
C7405216,condo_apartment,1801 Bayview Ave 302,Bayview Ave,Leaside,Toronto,575000,1,1,1,43.71209325,-79.376929893,2024-01-30,https://toronto.listing.ca/1801-bayview-ave-302.C7405216.htm#42-n6
C7405194,condo_apartment,65 Scadding Ave Ph03,Scadding Ave,Waterfront Communities C8,Toronto,684900,1,2,1,43.6486292,-79.3657158,2024-01-30,https://toronto.listing.ca/65-scadding-ave-ph03.C7405194.htm#42-n7
C7405172,condo_apartment,33 Lombard St 402,Lombard St,Church-Yonge Corridor,Toronto,579000,1,1,0,43.651521,-79.375754,2024-01-30,https://toronto.listing.ca/33-lombard-st-402.C7405172.htm#42-n8
C7405142,condo_apartment,70 Distillery Lane 2605,Distillery Lane,Waterfront Communities C8,Toronto,599000,1,1,0,43.650118,-79.357935,2024-01-30,https://toronto.listing.ca/70-distillery-lane-2605.C7405142.htm#42-n9
C7405136,condo_apartment,397 Front St 3812,Front St,Waterfront Communities C1,Toronto,726000,1,1,1,43.6426238,-79.3935266,2024-01-30,https://toronto.listing.ca/397-front-st-3812.C7405136.htm#42-na
